iter	Logloss
415	0.09824842877
416	0.09818277015
417	0.09814474348
418	0.09808975578
419	0.09805097195
420	0.09799516906
421	0.09796190492
422	0.09794606823
423	0.09791436789
424	0.09787891088
425	0.09781325364
426	0.09778269886
427	0.09772643691
428	0.09767985691
429	0.09763669532
430	0.09755726923
431	0.09748145071
432	0.09739927749
433	0.09735139835
434	0.09731232843
435	0.0972824967
436	0.09724160002
437	0.09721100979
438	0.09718956752
439	0.09715458857
440	0.09706099939
441	0.09701981055
442	0.09699563705
443	0.09694577382
444	0.09690011725
445	0.09684718491
446	0.09681762409
447	0.09679604004
448	0.09675878566
449	0.09672401368
450	0.09668621435
451	0.09665737164
452	0.09662459156
453	0.09656929032
454	0.09652340449
455	0.09648548824
456	0.09644688716
457	0.09642849594
458	0.09636808994
459	0.09633597869
460	0.09631962207
461	0.09627513705
462	0.09623936087
463	0.09618592627
464	0.09616326457
465	0.09610478601
466	0.09604840498
467	0.09599757739
468	0.09594236675
469	0.09588865839
470	0.0958357294
471	0.09576346352
472	0.09571865264
473	0.09569576061
474	0.09565841207
475	0.09563339158
476	0.09556243622
477	0.09551439893
478	0.09548312226
479	0.09546473792
480	0.09542668933
481	0.09539964358
482	0.09533564652
483	0.09526828082
484	0.09524667372
485	0.09517261454
486	0.09513946652
487	0.09511850302
488	0.09509928441
489	0.0950593148
490	0.09501177342
491	0.09496022498
492	0.09487202402
493	0.09483357921
494	0.09480389573
495	0.09477051138
496	0.09474350715
497	0.09472018208
498	0.09467093203
499	0.09463945663
500	0.09460034977
501	0.09456651468
502	0.09455038691
503	0.09450813374
504	0.09447552664
505	0.09444223685
506	0.09440753481
507	0.09436201908
508	0.09431016806
509	0.09423549626
510	0.09420583422
511	0.09418848775
512	0.09413389968
513	0.09410106021
514	0.0940432363
515	0.09398485213
516	0.09395774504
517	0.09389007006
518	0.09386299033
519	0.0937738301
520	0.09374322444
521	0.09369474655
522	0.09366914865
523	0.09361945491
524	0.09359495942
525	0.09354471529
526	0.09351793864
527	0.09346291241
528	0.09342888914
529	0.09340782453
530	0.09336958364
531	0.09333456895
532	0.0932919765
533	0.09327155812
534	0.09322632978
535	0.09320151022
536	0.0931772038
537	0.09315541108
538	0.09304243232
539	0.09292405879
540	0.09283352402
541	0.09281488024
542	0.09276525955
543	0.0927361269
544	0.09269805541
545	0.09263994037
546	0.09260294927
547	0.09257941905
548	0.09255515278
549	0.09250423028
550	0.09247152997
551	0.09243848921
552	0.0923612761
553	0.09234063984
554	0.09229071117
555	0.09221096094
556	0.09217611785
557	0.0921546775
558	0.09209006076
559	0.09205758245
560	0.09202408189
561	0.09200102418
562	0.09197470966
563	0.09193279216
564	0.09191052202
565	0.09188530404
566	0.09183399672
567	0.0917971262
568	0.09176050613
569	0.09170992837
570	0.09161161134
571	0.09157063466
572	0.09153298413
573	0.09148098731
574	0.09145418046
575	0.0914278745
576	0.09139423751
577	0.0913832246
578	0.09135024382
579	0.09131230898
580	0.0912702109
581	0.09123435453
582	0.09121038571
583	0.09119583584
584	0.09112364909
585	0.09109372104
586	0.0910602319
587	0.09102062549
588	0.09097516586
589	0.09093638806
590	0.09091799681
591	0.09087244071
592	0.09083334126
593	0.09079270042
594	0.09077036137
595	0.09073959385
596	0.09070406108
597	0.09067145406
598	0.09062828179
599	0.09061555606
600	0.09058033868
601	0.09054107848
602	0.09051247699
603	0.09048161267
604	0.09046946494
605	0.0904304368
606	0.09040564549
607	0.09037207724
608	0.09033338777
609	0.09030802851
610	0.09028912513
611	0.09024201521
612	0.09020516787
613	0.09014779549
614	0.09011284323
615	0.09007474758
616	0.09003818476
617	0.09001915273
618	0.09000030192
619	0.08997505798
620	0.08995695012
621	0.08991849088
622	0.08988432336
623	0.08986437302
624	0.08984582458
625	0.08981801943
626	0.08980165074
627	0.08971530649
628	0.08966536138
629	0.08965186808
630	0.08962575168
631	0.08957956289
632	0.08954382006
633	0.08952151202
634	0.08946610156
635	0.08944749918
636	0.08941054881
637	0.08937513968
638	0.08935553801
639	0.08931510015
640	0.08929297247
641	0.08926578822
642	0.08923703875
643	0.08920322471
644	0.08917581031
645	0.08914855251
646	0.08913373849
647	0.08908765354
648	0.08906069798
649	0.08901726654
650	0.08898917535
651	0.08896793108
652	0.08894497488
653	0.08892361324
654	0.08886624607
655	0.08883702909
656	0.08878394807
657	0.08875202191
658	0.08873303267
659	0.08870538967
660	0.08868344547
661	0.08864617596
662	0.08857361462
663	0.08854674183
664	0.08852669915
665	0.08851481203
666	0.08848065124
667	0.08846894672
668	0.08843080095
669	0.08839734968
670	0.08836978582
671	0.08833024576
672	0.08828844955
673	0.08827549794
674	0.08824112583
675	0.08821159556
676	0.08817923879
677	0.08812929552
678	0.08809683076
679	0.08805588946
680	0.0880398776
681	0.08802936874
682	0.08799291332
683	0.08797317017
684	0.08792663613
685	0.08789592325
686	0.08787189614
687	0.08782787483
688	0.08780031415
689	0.08777065135
690	0.08774287756
691	0.08770286084
692	0.08767808086
693	0.08765539187
694	0.08762342673
695	0.08759895823
696	0.08757788473
697	0.08755169823
698	0.08751819819
699	0.08748668854
700	0.08746117652
701	0.08742599263
702	0.08738064916
703	0.08736545682
704	0.0873491119
705	0.08732755127
706	0.08728523867
707	0.0872593035
708	0.08723643481
709	0.08720151869
710	0.08716621293
711	0.08714817696
712	0.08707817207
713	0.0870484203
714	0.08703570284
715	0.08700526206
716	0.08698144947
717	0.08695082543
718	0.08691991451
719	0.08688759823
720	0.08687452909
721	0.08685875092
722	0.08682630204
723	0.08680226911
724	0.08677182115
725	0.08675362103
726	0.08673723153
727	0.08670906124
728	0.08669653995
729	0.08664618451
730	0.08660787912
731	0.08657285345
732	0.08653262613
733	0.08650975256
734	0.0864824533
735	0.08646149639
736	0.08644370613
737	0.08643837342
738	0.08641848902
739	0.08639694757
740	0.08637614675
741	0.0863549012
742	0.08633172647
743	0.08630051675
744	0.08627449502
745	0.08624494925
746	0.08621865556
747	0.08620389773
748	0.08617312237
749	0.08614348763
750	0.08612569198
751	0.08610985943
752	0.08606691786
753	0.08603089632
754	0.08599951295
755	0.0859731749
756	0.08593840317
757	0.08591941004
758	0.08588687636
759	0.08586240171
760	0.08583617179
761	0.08582247566
762	0.08577880752
763	0.08575679646
764	0.08573741888
765	0.08569571195
766	0.08566923892
767	0.0856574124
768	0.08563759142
769	0.08559276397
770	0.08557660085
771	0.08554360921
772	0.08551505695
773	0.08544058424
774	0.08542431721
775	0.08539189152
776	0.08536512121
777	0.08533988261
778	0.08532205195
779	0.0852834067
780	0.08525066696
781	0.0852207648
782	0.08520166816
783	0.08517450209
784	0.0851603016
785	0.08511629269
786	0.08508447459
787	0.08506386211
788	0.08504350735
789	0.08501737098
790	0.08500194266
791	0.08498898734
792	0.08496661691
793	0.08494049491
794	0.08490971889
795	0.08489944391
796	0.08486976792
797	0.084851812
798	0.08482749729
799	0.08481274148
800	0.08478143021
801	0.08474853501
802	0.0847177099
803	0.08468094059
804	0.08466159929
805	0.08463649178
806	0.08460623677
807	0.08457353844
808	0.08453011167
809	0.08450905694
810	0.08446630143
811	0.0844274044
812	0.08439847306
813	0.08437934424
814	0.08436941567
815	0.08435660149
816	0.08433166177
817	0.08431072454
818	0.08429854653
819	0.08426783005
820	0.08425788923
821	0.08424652137
822	0.08422299127
823	0.08419170692
824	0.08416841931
825	0.0841392613
826	0.08412217928
827	0.08410012948
828	0.08407662907
829	0.08406187265
830	0.08404329605
831	0.08402020173
832	0.08399992066
833	0.0839744249
834	0.08396217959
835	0.08392738279
836	0.08390633854
837	0.08387626807
838	0.0838524703
839	0.08382841999
840	0.08379844805
841	0.08373020521
842	0.08371546047
843	0.08369421558
844	0.08366816535
845	0.08364236992
846	0.08362208897
847	0.08361371799
848	0.08359047763
849	0.08357076727
850	0.08352771111
851	0.08348296323
852	0.0834600127
853	0.08343180402
854	0.0834056228
855	0.08336411259
856	0.0833411052
857	0.08330977442
858	0.08327731492
859	0.08325958984
860	0.08323249147
861	0.08319683677
862	0.0831613397
863	0.08312492907
864	0.08311595525
865	0.08309618513
866	0.08305875179
867	0.08303071447
868	0.08301129808
869	0.0829537766
870	0.08292951589
871	0.08291784815
872	0.08287568007
873	0.08284023649
874	0.08280785122
875	0.08279678531
876	0.082788353
877	0.08277307237
878	0.08273545137
879	0.08272088511
880	0.08269559753
881	0.08268912554
882	0.0826547299
883	0.08262908117
884	0.0826037567
885	0.08257359921
886	0.08254688425
887	0.08251831752
888	0.08249122647
889	0.08247484518
890	0.08245630886
891	0.08243688892
892	0.08240477993
893	0.08238105709
894	0.0823537326
895	0.08232756751
896	0.08230547587
897	0.08228100895
898	0.08225885606
899	0.08224127112
900	0.08222053193
901	0.08220434724
902	0.08218735202
903	0.08213913392
904	0.08211715313
905	0.08209880376
906	0.08207395243
907	0.08204044517
908	0.08203296511
909	0.08200972148
910	0.08199224247
911	0.08196464448
912	0.08195031755
913	0.08193202138
914	0.08190311114
915	0.08187977289
916	0.08183900904
917	0.08181868504
918	0.08179807785
919	0.08177684926
920	0.08174810114
921	0.08172842354
922	0.08170804716
923	0.08167524556
924	0.08165913349
925	0.08163191204
926	0.08158278012
927	0.08156216723
928	0.08154868723
929	0.08153061817
930	0.08149925341
931	0.081471307
932	0.0814489444
933	0.08143427915
934	0.08141386648
935	0.08139972743
936	0.08135630074
937	0.08134013431
938	0.08131952764
939	0.08128812115
940	0.08127187492
941	0.0812482575
942	0.08122977326
943	0.08120813668
944	0.08119013801
945	0.08114417784
946	0.08111872807
947	0.08108121185
948	0.08105985736
949	0.08103980429
950	0.08101776588
951	0.08100006455
952	0.08098093332
953	0.08097013642
954	0.08095753842
955	0.08093578749
956	0.08090143265
957	0.08087518386
958	0.08085175848
959	0.08082258306
960	0.080787691
961	0.08076824077
962	0.08073690799
963	0.08071154106
964	0.08070051864
965	0.08067887118
966	0.08066062748
967	0.08062767567
968	0.08060695539
969	0.08059119772
970	0.0805729144
971	0.08053416428
972	0.08052124935
973	0.08049552752
974	0.08047401578
975	0.0804288638
976	0.08041291425
977	0.08039311107
978	0.08037726432
979	0.08035242572
980	0.08031548867
981	0.08028237419
982	0.08023356049
983	0.0802052896
984	0.08018660663
985	0.08015672267
986	0.08011878539
987	0.08008655983
988	0.08007456454
989	0.08004195545
990	0.08003351292
991	0.08002161562
992	0.07999904188
993	0.07997623752
994	0.07994546883
995	0.07993552489
996	0.07990924606
997	0.07989106197
998	0.07987228187
999	0.07984557471
